id,Sentence,Sentiment,SentimentNumerical
958,the order consists of capacity expansion maintenance services and new charging functionality the company said,neutral,2
1358,chessnwine iwm 30minute chart small caps threatening descending triangle breakdown under 11020 httpstkscor0kkm,negative,0
476,brkb spy all time high tomorrow 150k on the a shares dec 13 2007,positive,1
1052,the deal is in line with etteplan s strategy to operate as a partner of global customers and provide industrial technology design services,neutral,2
975,gld httpstksco44ow on closer inspection resistance 10 points north at 200d and downward trendline chart 2 of 2,negative,0
1894,the company said that it will supply the wcdma 3ghspa radio network including the modular high capacity nokia flexi wcdma base station in east java bali sumatra and batam,positive,1
1940,juniper tumbles on q1 warning cisco also lower jnpr csco httpstcobgvintk43h,negative,0
844,the total need for staff cuts corresponds to about 300 manyears,negative,0
1906,the value of the orders is about eur 70mn,neutral,2
1616,martela is a front runner in providing innovative solutions and customer service martela designs and supplies interior solutions for working environments and public spaces,neutral,2
2315,operating profit excluding nonrecurring items totalled eur 10 mn down from eur 16 mn,neutral,2
1076,nokia and capcom announced that resident evil degeneration will be released on ngage later this year,neutral,2
319,operating profit excluding nonrecurring items amounted to eur 406 mn down from eur 573 mn yearonyear,negative,0
746,pretax loss totaled eur 03 mn compared to a loss of eur 22 mn in the first quarter of 2005,positive,1
2204,the expansion aims to attract new customers both in finland and abroad,positive,1
1187,prices and delivery volumes of broadband products decreased significantly in 2005,negative,0
902,this is the first time finnair has been awarded an agreement with the uk government,positive,1
1280,nordic banks have already had to write off sizable loans in latvia with swedbank nordea dnb nor and seb reporting combined losses in excess of 135 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia,negative,0
864,danske bank as danske dc jumped 37 percent to 1334 kroner rebounding from yesterday s 35 percent slide,positive,1
835,we know that it exists artemyev said,neutral,2
61,why not give your bedroom a cool makeover for summer,neutral,2
1145,as part of the reorganisation measures that will take place in spring 2006 tamglass finton will start personnel negotiations that will affect its entire staff of 33,negative,0
840,10 february 2011 finnish media company sanoma oyj hel saa1v said yesterday its 2010 net profit almost tripled to eur297 3 m from eur107 1 m for 2009 and announced a proposal for a raised payout,positive,1
1558,adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today it slipped to a net loss of eur 184 million usd 2597 m for the first half of 2009 from a net profit of eur 2,negative,0
1722,the situation of coated magazine printing paper will continue to be weak,negative,0
2360,finnish media company talentum oyj s net profit decreased to 25 mln euro 40 mln for the first quarter of 2008 from 30 mln euro 47 mln for the same period of 2007,negative,0
1237,line biggies must be loading up here at lows,positive,1
1540,the finnish company previously said its operating result will be lower than the breakeven posted a year earlier,neutral,2
1126,zurich insurance considering offer for uk rival rsa insurance,positive,1
2464,ahms will also offer hotel and hotel project consultancy management services brand franchise training and sales and marketing services on a panindia basis,neutral,2
923,the second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 said magnus rosen ramirent ceo,positive,1
424,finnish navigation device manufacturer benefon that is changing its name to geosentric reports net sales of about eur 11 mn in the second quarter of 2007,neutral,2
775,mylan appoints ranjan ray chaudhuri as global commercial lead for mylans over,neutral,2
992,marimekko has today 20 november signed a license agreement with the swedish chain whereby marimekko will license some of its popular patterns from the 1950s 1960s and 1970s to hm,positive,1
1106,bullya pollux654321 my 50 kors 80 calls are going to b a blessing for my daughters tuition,positive,1
691,this transaction will also rationalize our pulp and paper industry related solutions,positive,1
2232,the divested stake represented about 27 m shares in okmetic s capital,neutral,2
5,sbux down pm from db downgrade pt cut from 70 to 64,negative,0
11,the airline s share price closed down slightly at x20ac 1251 15us 74 in helsinki,neutral,2
1240,however its market share shrank to 4759 per cent from 48 per cent a year earlier,negative,0
999,the company expects its net sales for the whole 2009 to remain below the 2008 level,negative,0
1082,crucially the decision to use etsi european telecommunication standard institute backed dvbh adds to the growing list of operators and equipment manufacturers opting for the standard see global 20 january 2006 competing technologies vie for mobile tv,neutral,2
1810,the works will include the laying of natural stone pavements and the installation of underground heating and surface water drainage systems,neutral,2
620,pretax profit decreased by 37 to eur 1931 mn from eur 3056 mn,negative,0
483,net sales will however increase from 2005,positive,1
1599,ixonos will finance the acquisition through a 38 mln euro 52 mln loan,neutral,2
1483,the energy sector accounted for approximately 33 and the steel industry for about 57 of the transportation volume,neutral,2
498,for 2009 incap expects revenue of some eur 70 million,neutral,2
2318,tallink claims the watertight doors of both vana tallinn and regina baltica including their electrical systems are fully in working order,positive,1
2532,finnish scanfil a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur 1087 mn in the first half of 2008 down from eur 1111 mn a year earlier,negative,0
